tmdbId,vote_average,vote_count,popularity
27995,6.647,346,3.822
36739,5.651,109,2.6816
925,7.77,1907,1.8704
41823,6.5,249,2.5014
1713,6.38,303,4.107
30547,7.034,203,3.6253
54825,7.174,121,0.3172
13939,6.884,900,2.598
14373,6.247,503,1.4147
24873,6.2,453,2.7552
26263,5.7,325,2.7346
34746,5.5,294,2.1043
996,8.103,1929,2.5266
9079,6.693,476,8.4112
1498,6.701,1889,3.8171
1497,6.211,1199,2.4658
1499,5.5,877,3.5529
1880,6.311,851,2.1281
33762,6.164,55,3.9687
11690,7.02,2023,3.9323
29143,5.838,222,2.6096
35292,6.5,50,1.6157
36652,6.25,74,2.5221
801,7.308,2888,4.1722
104301,5.65,30,2.3442
11520,6.655,714,4.1717
1879,7.574,884,2.2607
2085,6.275,1271,5.8798
13539,5.816,187,3.2403
16222,5.8,293,6.1612
109479,4.538,13,4.1791
17078,7.56,182,1.6853
33516,5.7,177,2.4488
9960,6.697,555,1.5135
3082,8.281,3923,2.4863
12187,6.9,400,4.8054
24748,7.3,335,1.3778
990,7.677,1029,6.3865
1908,7.659,443,4.3027
9764,7.907,589,2.4004
840,7.347,4446,5.2132
42237,6.7,20,0.6103
26689,6.1,202,3.1559
25673,7.3,407,1.8486
2291,7.4,1795,4.3235
13531,6.633,758,2.2686
16620,7.256,752,5.2218
526,7.004,1207,3.1167
13346,6.7,248,3.6128
243,7.119,2105,2.122
10501,7.251,3938,6.0904
11478,5.8,575,3.2914
879,6.838,5535,5.8794
85689,6.2,29,4.7108
17529,7.3,823,6.6162
118098,6.857,21,2.0166
1793,6.527,56,1.8216
11327,7.456,1810,3.874
1700,7.745,4968,4.7835
54087,5.7,59,2.4836
34322,6.085,71,2.0609
41659,6.691,223,2.0915
593,7.8,1732,3.6842
10774,7.817,1904,2.7529
10083,6.874,763,3.1684
29786,6.643,70,2.4759
11356,7.4,617,4.1607
10747,7.4,1224,8.3055
10559,7.259,1909,3.9019
20697,5.213,167,1.5197
2621,6.6,457,3.5454
10479,6.3,758,5.5492
125709,5.889,18,2.2062
49721,5.643,28,1.7334
2006,6.5,236,2.4824
17339,6.2,326,1.189
11305,7.326,479,3.8021
13665,6.494,449,1.3166
12309,6.3,685,5.6925
1552,6.672,687,1.7068
106,7.541,8652,44.8801
10333,6.6,293,2.9224
11027,6.501,532,3.0534
123757,5.8,21,2.669
10468,6.2,1044,4.1278
1359,7.408,11741,7.1841
4967,6.08,639,4.4284
31776,6.0,79,3.5296
10557,6.518,220,3.2962
27745,6.91,78,0.4739
13776,6.8,296,3.7053
26291,5.357,91,3.8147
10784,7.42,933,4.4055
10242,7.9,1113,2.2054
16347,7.025,121,1.404
4825,6.534,247,1.4883
11654,6.6,623,1.579
10518,7.17,1164,2.0971
11977,6.614,1241,2.5259
18041,5.811,259,1.6338
14736,7.331,453,2.1001
3536,6.514,1297,4.5139
1443,7.118,3476,6.3037
10424,6.063,378,6.0089
28971,7.9,566,2.4644
9456,5.5,392,4.6695
889,4.773,786,2.8552
10564,7.098,719,5.5367
15723,6.748,364,2.9996
19600,5.5,27,5.0116
125537,5.0,11,1.4181
452,6.5,626,4.4617
36234,5.542,95,1.4218
39283,4.2,110,7.8233
65460,4.3,53,0.6117
55667,4.0,45,5.3599
12476,6.88,457,1.3057
5241,6.007,203,5.2116
98,8.22,20234,15.8285
47724,5.227,33,0.9415
11129,6.79,373,7.0956
1058,5.847,255,4.5347
42159,5.357,21,0.4303
16395,6.628,649,1.0682
38925,5.7,89,3.6108
13105,6.539,337,3.0535
22501,7.243,173,3.3933
5491,3.318,893,2.383
10560,6.879,351,2.431
19419,5.5,103,2.4081
23531,3.8,53,6.6091
10688,5.793,135,5.489
17889,6.807,163,3.5517
39391,6.324,74,3.5516
31516,7.002,267,4.403
5683,6.464,826,1.3483
113279,7.8,5,1.6817
12518,5.6,306,1.337
10567,6.548,2660,6.8471
10642,5.37,462,2.7705
9285,6.224,2075,5.5145
10569,6.4,717,2.391
21879,5.7,62,5.8062
24918,6.301,138,0.9
955,6.132,7286,6.4392
8584,6.416,2667,7.7827
47295,5.4,8,2.493
11332,5.398,64,3.5481
16093,6.937,517,4.5387
29372,6.2,53,6.9425
962,7.984,1738,4.1614
30588,7.698,451,2.3743
668,6.6,2034,4.9703
23518,7.295,215,4.816
691,6.826,2123,3.4314
44018,7.3,344,3.5803
698,6.18,2104,4.1479
682,6.456,2180,6.6917
28973,6.772,219,2.5038
28974,6.7,186,1.9496
22994,6.2,50,1.5296
9600,5.829,2396,6.8266
38006,6.225,109,1.124
2768,6.2,698,4.6434
24920,6.432,426,1.4107
21,7.131,130,3.4478
10911,7.3,830,5.1512
10102,7.1,531,3.0041
26912,6.6,263,4.0326
26953,5.801,374,10.1556
26954,5.946,203,6.0347
26956,6.284,176,5.8166
26957,5.54,138,3.2787
26958,5.081,124,3.7465
80287,4.583,42,2.8425
6003,7.4,706,2.8052
23939,6.154,182,0.7814
11072,7.245,1991,7.8691
23069,6.3,157,2.3105
21299,6.561,164,3.8474
38802,5.75,50,1.5795
13368,7.189,546,2.4792
985,7.345,2648,6.982
14002,8.223,649,2.9269
541,7.1,238,4.9006
21137,7.1,108,0.7591
36724,6.801,78,0.7533
938,8.017,4260,4.5577
10648,7.1,1134,4.657
11368,7.251,1548,9.1183
10875,6.595,352,4.5808
2075,6.387,399,1.271
1551,6.498,1648,5.2941
22500,6.944,135,3.6916
10246,6.415,925,4.5312
19698,5.699,337,3.6298
23919,5.469,258,0.8646
18835,5.7,205,3.0601
26554,5.6,189,3.5
15239,6.286,620,2.132
28165,5.443,192,4.4937
28169,4.943,141,4.5315
15762,6.72,546,2.5357
169,6.291,3604,21.7228
865,6.538,2622,9.9142
9663,6.938,942,4.4423
26889,6.632,91,1.6382
10128,6.059,322,2.7184
9659,6.7,4747,7.9181
8810,7.388,4004,5.4028
9355,6.215,3119,4.5761
1727,6.225,993,4.0594
635,7.1,1643,5.0002
10068,6.104,1069,7.7402
11495,6.3,736,7.8198
11428,6.0,585,5.5963
10117,5.5,263,0.9915
35936,6.1,44,1.4644
25562,6.25,264,4.3757
51763,7.64,150,5.2605
73079,5.447,57,2.3318
38921,5.189,103,2.1941
35463,5.489,89,0.8511
9679,6.448,4688,6.4774
51333,5.466,73,4.5393
17771,6.5,143,3.4685
10264,6.603,423,5.4013
31657,7.0,192,1.835
29204,6.896,115,2.9372
17814,7.272,1147,1.8076
11879,6.853,825,3.0736
21128,6.599,203,2.4491
482,6.409,397,3.5925
592,7.51,1930,8.4726
31593,6.472,160,1.5473
12611,6.287,385,5.5042
14328,6.8,112,0.7757
9040,7.53,2093,6.6956
25364,7.9,708,4.155
43002,7.359,163,1.4592
5121,6.605,435,2.4283
195,7.399,296,3.0003
6978,7.21,3198,5.4084
3133,7.471,1280,4.7333
643,7.6,1242,2.9815
10571,5.943,407,1.7615
479,6.012,1377,5.0584
7450,6.595,1135,4.2326
31023,7.355,238,3.2915
25636,6.264,72,1.5382
7443,6.834,5252,5.6007
2123,6.603,4083,5.5529
2024,7.183,4135,12.401
17711,4.3,385,4.1175
2133,6.484,2459,7.0416
29946,5.945,64,4.1496
28774,5.324,182,0.7966
11598,6.2,345,5.6607
9702,8.131,1462,7.8943
9873,6.6,472,3.0028
16820,6.3,283,0.7195
14864,6.2,289,3.9162
15379,5.844,526,4.5566
12764,5.758,299,5.2292
27352,5.636,265,3.0867
8348,6.767,598,3.9464
24099,6.085,306,6.2733
17897,6.675,246,4.443
16094,6.417,248,3.2999
16096,5.3,110,2.5234
12706,6.755,310,4.1853
4244,6.747,1069,6.8728
4247,6.382,7395,15.9713
20770,7.04,779,2.5116
1050,6.873,71,1.7685
1052,7.3,1322,2.923
20540,7.1,168,3.1105
23655,6.233,45,0.9438
1788,6.681,2150,3.2764
32275,6.336,180,3.1583
36657,7.007,11856,0.4248
44490,5.9,67,2.041
47585,5.6,28,3.576
36047,4.527,56,2.9615
2655,6.433,1947,4.259
12599,6.723,903,3.2388
93,7.843,1095,1.644
9278,5.4,340,2.6052
18118,6.6,198,3.3271
11940,6.572,207,2.7185
24167,7.8,556,5.0024
10276,6.862,870,1.3633
19380,5.9,172,0.698
13783,7.1,155,0.6695
11624,6.522,966,1.8884
15867,6.8,372,2.7842
11686,7.487,943,3.3105
29263,7.4,196,0.8427
11830,7.823,401,2.6099
12107,5.0,1361,3.894
10401,7.047,213,4.8707
32640,6.426,34,1.7924
10641,6.12,741,3.8689
6282,6.271,2190,4.5153
9383,5.952,2655,3.191
5551,6.401,1455,4.8981
27723,5.7,100,3.7491
2360,6.531,429,5.2272
28043,7.179,470,2.1604
33468,4.7,134,2.9705
21866,6.3,279,1.2716
33408,6.612,529,3.8786
11589,7.348,767,1.8576
15158,6.23,376,3.8687
16139,5.785,274,6.0029
16146,5.218,220,2.3323
26515,6.376,518,1.454
11856,5.819,628,5.4733
13567,6.299,745,2.0599
10860,7.2,693,3.2946
8420,6.058,242,2.5182
18391,5.996,135,5.7343
20850,5.977,367,3.3725
27452,7.0,260,2.6084
38548,7.8,15,0.3008
20438,6.042,83,5.6966
46991,6.2,70,2.6673
10391,5.287,298,0.8689
14195,6.36,285,3.0222
15665,6.182,22,1.5486
10393,6.69,1034,4.0724
18168,5.2,120,8.3614
8843,6.274,1629,2.5119
10643,6.926,289,3.2205
23618,6.422,64,1.5046
37136,7.267,4206,9.4737
37137,6.8,2552,6.1439
23283,5.742,34,4.2469
3110,7.356,656,3.0373
14698,7.293,300,2.0897
11694,6.4,268,3.0397
9651,5.3,631,3.6383
11398,5.7,528,4.4585
1588,6.267,1792,4.1973
19150,5.242,43,3.1584
41282,5.957,70,1.8158
12211,4.83,438,5.184
10480,6.1,419,0.9373
80713,7.0,48,4.2136
10685,5.118,522,2.1287
1619,6.3,474,3.3278
786,7.498,2977,7.8635
14805,5.715,207,2.4211
51179,4.914,35,2.5146
46119,5.7,54,3.106
18074,5.6,150,3.3601
10562,6.107,499,8.3467
12212,4.9,503,5.0455
14629,6.1,241,1.1518
16,7.86,1911,3.8855
13785,6.86,620,1.6189
34299,5.767,45,5.367
22597,6.239,90,2.4508
19348,6.5,187,5.685
10637,7.645,2819,4.5741
9003,6.881,2753,3.8388
9064,6.416,1195,2.3991
11569,5.669,806,3.4256
10434,6.9,174,1.3424
39113,5.558,26,3.201
469,7.1,576,4.3921
2160,5.6,132,4.1874
2161,6.7,468,4.4281
3073,7.1,337,1.3255
911,6.468,125,3.1864
10973,6.825,830,1.7488
10787,7.5,904,1.9885
43109,4.417,90,5.5911
9507,5.5,271,3.8396
27475,5.6,379,1.1073
27764,5.1,184,1.6463
27767,4.9,107,2.4027
40760,4.716,118,0.5054
40446,5.326,69,2.5304
24664,6.216,146,9.4526
20455,6.5,287,1.3006
10461,5.2,616,4.045
1485,7.0,536,3.6519
1597,6.687,6188,3.2979
641,8.013,10586,3.5157
10687,6.6,588,6.679
63956,6.1,19,2.6848
6521,6.653,255,4.8356
10763,4.9,341,4.0692
16888,5.333,144,3.4477
21142,5.9,76,0.5834
78140,6.3,11,1.6262
2134,7.354,872,2.0992
28605,5.5,156,4.6417
42797,5.5,44,2.5717
13465,6.521,658,5.0486
27033,7.059,178,4.1115
20367,7.2,384,2.3523
71,7.597,3976,8.1323
1636,6.071,2016,3.8937
10647,7.353,1921,3.8666
13762,6.1,45,1.8498
12207,7.428,1028,4.6921
11531,4.315,880,2.7122
24100,6.9,450,2.6611
4327,5.85,4356,6.601
4958,6.59,959,1.9172
9678,5.856,1910,7.1258
11978,7.489,2410,4.489
8870,5.7,1099,4.9268
14295,6.8,331,2.8583
681,6.405,2256,4.2433
11372,6.6,364,4.9751
8452,5.997,2163,6.0547
10862,5.797,399,5.9538
8871,6.775,7940,23.8442
34045,7.3,77,3.2621
16340,6.7,475,6.4692
10481,5.511,1427,6.6296
10867,7.433,2400,11.1646
10876,7.143,692,3.8725
9741,7.144,9662,4.8754
146,7.432,3422,5.0498
11849,4.347,665,6.4063
11983,6.1,828,4.2167
11678,5.997,1085,3.9334
2669,6.714,608,9.1978
2609,7.248,2084,4.9581
12714,5.9,213,2.8561
708,6.539,1923,3.6563
1857,7.137,567,6.4763
10673,7.164,2171,6.8354
2604,7.006,1819,2.7302
10132,7.0,238,3.1237
11064,6.599,633,2.9334
107,7.816,9590,9.2129
40820,5.469,145,2.2789
392,6.971,3411,3.9297
8859,5.541,1988,2.5273
11688,7.557,7080,13.0841
12509,6.661,335,1.1975
3981,6.444,4178,7.504
711,7.116,1158,8.9063
2046,6.5,1313,5.0414
5001,6.604,289,3.1289
8358,7.66,11911,6.57
5994,6.808,2088,6.5135
25520,6.136,82,3.4643
1493,6.538,4097,7.313
134,7.318,4404,5.4813
21991,6.3,279,1.893
10577,5.24,720,6.8846
21355,5.7,234,4.7349
29122,5.9,8,3.8477
11973,6.996,795,2.2587
1900,7.1,2292,3.7201
44853,6.0,107,4.1688
10873,6.655,644,3.8241
26719,6.815,330,0.6848
15739,6.544,746,3.6225
15413,6.15,463,4.6119
2623,7.007,1154,3.2555
11209,7.072,377,8.2106
13715,6.8,291,1.7337
43258,6.688,136,6.9738
10655,6.943,314,5.3956
9989,6.046,549,7.2415
18828,5.55,109,4.5077
9816,6.54,1325,2.2981
20637,6.2,120,3.4102
5955,6.567,1165,7.8291
17474,7.346,337,3.5131
11191,6.3,564,6.646
2613,5.613,124,2.1585
22021,6.608,279,3.4182
22048,6.23,246,6.5434
17006,6.361,201,2.7881
26333,6.866,257,9.0702
16723,6.4,278,3.2331
2018,5.9,1765,3.5447
10499,5.79,31,2.9255
47943,6.782,278,2.6358
74340,5.559,18,2.6025
5709,5.911,179,4.5678
11215,6.4,387,1.3951
26477,5.85,46,0.5185
10937,6.9,367,2.8128
4639,5.9,135,0.5527
96,6.521,2700,3.9898
90,7.198,4414,5.1518
11028,6.202,205,4.103
19324,5.806,108,1.9865
19933,6.92,462,4.0661
12919,6.9,693,4.9088
15785,5.977,261,4.0858
31701,6.2,133,2.4827
17159,7.252,349,2.3306
10110,7.513,2041,2.3497
18935,5.3,176,2.0591
764,7.277,4287,7.8811
15658,6.3,210,1.4536
4918,6.3,190,2.2318
28368,6.21,119,3.2672
52780,6.2,30,2.4991
26156,5.7,44,4.8854
34101,6.5,95,6.5118
32054,6.895,210,3.522
2614,6.816,1328,6.2334
12704,4.55,160,2.1359
580,4.08,1128,5.4588
24828,2.8,69,2.5565
13703,6.4,297,2.6106
36914,5.7,143,2.9927
1547,7.1,2195,3.1697
42010,6.6,79,1.983
2608,5.375,61,2.6091
32058,5.0,38,4.6897
10019,6.853,794,3.8542
11649,5.7,954,2.3902
13509,6.724,610,2.9536
51521,5.225,51,1.0559
34379,5.9,106,3.2048
24940,5.608,249,1.7507
37302,4.2,129,2.2736
10984,5.549,577,1.4797
843,8.093,3080,8.1518
318,5.876,362,3.5369
12806,5.9,71,4.7415
9740,6.767,4994,1.6899
10878,5.666,577,6.2712
7093,6.1,174,3.1183
16300,5.534,414,2.541
19405,6.588,359,4.5301
1921,6.867,1385,5.6621
44412,5.0,36,3.9891
21620,5.485,26,1.7849
23685,5.2,352,5.4058
12138,5.857,674,3.6174
48217,6.5,59,2.5838
6073,5.925,1533,6.8792
25208,5.8,143,1.97
19513,6.254,71,1.417
2749,5.9,771,2.4497
10050,5.6,300,2.3472
95682,6.2,5,1.5157
2302,6.667,87,2.6228
32686,6.4,39,1.1379
51802,7.3,96,1.1866
29492,5.556,63,1.2404
25447,5.3,58,1.1505
19490,7.064,257,4.0124
38805,7.257,210,3.2109
2428,6.4,207,3.0362
22013,7.3,189,1.5732
15598,6.5,221,1.0532
62127,5.444,27,6.4801
56137,7.047,158,2.8247
17965,6.9,322,1.1987
33250,6.511,87,0.5281
14460,5.327,214,1.1431
9594,6.2,1152,4.0279
4986,5.389,45,3.3217
2453,6.31,465,2.6407
33676,4.9,118,3.9208
4587,6.7,544,4.1669
12773,0.0,0,0.0
11454,7.018,1458,0.1404
38718,6.616,340,1.8634
4192,7.136,862,4.4969
14052,6.464,771,1.7724
16889,5.572,286,3.0292
26580,7.2,47,1.2815
21309,6.5,302,1.1983
16263,6.1,187,3.5317
4985,6.739,307,4.5167
20704,5.492,130,8.9423
853,7.42,3881,4.5564
10877,5.787,526,3.671
5257,6.702,210,3.766
77,8.178,15679,11.728
10833,6.112,954,2.5891
20309,4.7,177,3.2806
12658,5.937,399,4.1667
10054,5.817,3596,9.2343
10646,5.123,269,3.43
2575,6.018,517,1.3184
55,7.629,2785,7.6753
65075,6.053,19,0.0527
44379,7.627,208,0.7217
2043,6.339,1970,3.2643
4133,7.356,4472,4.6248
56715,4.733,695,4.5431
10991,6.517,661,4.411
15940,5.558,77,2.2577
26791,6.4,23,4.9475
634,6.741,5333,7.3042
10956,5.622,768,7.1599
19366,5.785,353,3.3038
9519,6.8,396,1.1127
13898,6.808,86,1.0317
9290,5.203,637,3.419
13166,4.704,465,2.541
32590,5.025,81,3.7949
52654,6.2,40,2.8008
70282,7.6,6,4.0986
111,8.159,12571,13.7139
32488,7.5,202,0.7696
10477,5.137,782,4.097
2144,5.865,360,3.3007
24113,4.385,78,3.022
1734,6.4,7398,13.0678
4973,6.6,186,2.4366
849,6.063,594,3.4415
27223,6.881,156,3.712
39266,6.9,296,1.4283
11307,6.7,369,4.1293
11163,6.682,352,6.3396
18691,5.6,48,4.024
3784,6.757,617,4.2228
11936,6.9,283,1.3057
25221,6.2,80,2.7866
19494,6.9,529,3.4847
40842,7.194,188,6.4397
19357,6.1,222,2.3767
33743,6.133,60,5.5666
9062,6.825,717,9.055
11174,7.2,154,3.9825
934,7.8,607,2.9834
9476,6.864,3247,7.5226
37691,6.281,130,2.3047
14268,6.569,36,0.496
5852,6.053,456,2.267
808,7.753,18126,21.6345
49453,6.149,37,5.0162
824,7.5,4712,3.8447
676,6.94,6789,7.5809
26813,7.381,88,0.8022
29572,6.1,254,4.7246
50541,7.3,72,1.7341
26255,6.177,286,3.2241
1406,6.45,829,3.0785
13554,6.902,256,2.1561
17664,6.945,266,1.683
41050,7.9,713,1.1224
1632,7.68,1834,5.6239
966,7.502,1896,7.3862
301,7.8,1212,6.4804
11896,6.178,614,1.4395
25538,7.908,618,4.6906
5923,7.196,263,2.6169
15497,7.1,153,3.0671
21876,7.064,228,1.646
11090,5.123,1316,6.7514
21056,6.17,47,3.0563
9397,6.101,2371,3.2684
9705,6.249,2836,8.6812
26475,5.683,81,2.667
29937,7.148,54,2.1378
10364,6.654,332,4.0732
32458,7.218,117,3.6494
1089,7.162,3807,9.3509
9967,6.2,204,1.2387
17494,6.224,331,1.094
17465,6.1,233,3.7572
759,7.336,1025,2.205
10297,6.819,539,2.1381
10653,7.058,941,4.9341
9576,7.204,1854,2.3901
10865,7.0,4994,6.4886
1995,5.907,6328,5.0599
10808,5.317,1721,3.6637
9799,6.996,10495,0.9057
644,7.05,6448,8.0691
16161,7.11,332,5.1272
10691,6.604,369,4.9256
10615,5.058,163,6.2781
47596,4.167,6,0.2139
11826,6.992,846,1.2409
9301,6.9,136,4.0514
11444,6.409,504,1.5615
60670,6.926,1634,2.4218
55551,6.8,33,0.3748
10992,5.4,1695,2.6082
2140,6.892,1277,4.4432
4248,5.8,4917,8.6864
17612,6.795,517,3.6059
3134,4.8,469,9.3946
8217,6.345,329,3.7984
22478,6.8,280,5.8398
26483,5.828,32,4.3941
24382,8.094,750,4.4191
11286,6.161,672,4.7783
11950,5.389,334,3.7975
36245,7.085,217,0.8711
26573,5.1,55,2.2869
23439,6.7,345,2.7267
10728,7.899,376,1.5403
11697,7.812,1227,3.5008
6106,7.034,388,2.5511
22477,6.2,204,2.4841
19200,6.7,382,2.6258
11300,6.622,373,1.0626
28650,4.778,45,2.9079
43316,7.331,320,2.0504
34689,6.781,258,2.2896
10238,7.887,747,2.3399
4789,6.9,272,0.8466
18030,7.213,395,2.4497
18988,7.4,383,1.2041
11536,6.9,409,5.4442
10339,7.056,448,2.6718
976,7.592,553,3.5447
69605,6.946,252,3.0384
65632,6.609,216,2.9616
4780,6.637,307,1.586
11906,7.482,3085,3.5479
11713,7.231,1022,5.5834
9589,7.3,1396,2.0927
12481,7.1,791,5.113
13333,6.4,707,2.9055
13938,6.5,271,1.7811
10540,6.421,656,4.5725
9462,7.4,1217,6.3683
82623,4.1,15,2.1588
2114,6.197,1539,4.2359
8835,6.809,4338,8.2104
11371,6.696,1768,6.4173
78248,6.6,8,2.8621
9517,6.664,522,5.3818
25985,6.2,21,0.2825
15745,5.8,201,2.2068
24977,7.3,35,1.0851
36107,7.646,167,0.2545
13794,6.8,20,0.5306
13795,6.9,16,0.218
38965,5.618,93,2.5297
47817,5.6,63,1.5149
31052,6.239,241,0.9739
10868,7.069,651,6.013
9395,6.1,755,4.1772
14506,7.0,959,2.46
2,7.099,363,5.4586
26044,5.448,154,6.7529
14911,6.3,200,2.5551
15592,6.684,272,2.0212
15267,7.003,196,10.3782
12710,6.334,287,4.832
30502,4.926,141,3.1534
19382,6.237,215,3.1957
9599,6.837,992,6.7004
17170,5.7,131,3.3394
18509,4.168,205,4.7354
110428,6.0,80,0.1624
7520,6.116,1557,4.0272
10126,6.5,505,2.6179
9602,6.878,4583,5.6815
23752,5.447,113,0.5547
3980,6.472,1044,5.8435
27397,5.813,56,4.6134
9748,6.308,216,1.7321
40095,6.2,222,8.2828
10651,6.3,893,5.8716
10141,7.101,950,3.5215
27362,7.0,184,2.3165
26386,5.335,200,0.9145
25884,5.8,83,2.533
26355,6.517,151,6.9541
10675,6.716,1082,4.875
10130,7.007,625,3.6376
2617,6.457,574,3.4349
21362,5.762,235,6.0188
20443,4.49,144,2.3042
49365,6.1,130,1.9046
11347,5.919,289,5.7939
12144,7.151,2649,3.5411
13704,6.582,389,1.3935
12505,6.1,115,3.2304
41963,5.6,73,5.3655
13482,6.5,87,3.4649
34014,5.827,84,2.813
12120,5.7,550,3.2477
47818,5.0,68,2.6347
3543,7.197,424,5.4751
9604,6.232,1542,3.0284
10925,7.2,2223,3.0466
13965,6.9,47,4.1308
24266,7.0,153,4.0422
18197,7.4,337,1.6749
11503,6.383,531,1.0096
11966,6.215,635,2.5696
2605,6.64,1564,4.3868
8740,7.438,746,5.7105
41428,6.984,673,2.6915
8337,7.3,3287,4.6782
28176,6.745,410,3.8733
9493,6.035,2396,7.5922
12582,6.667,243,2.3934
10001,5.2,163,3.8571
11352,6.254,638,2.2521
12500,5.976,463,4.3325
17882,0.0,0,0.0
1648,6.848,1989,2.7081
4105,6.586,1172,6.807
22711,6.149,67,3.0081
19124,6.5,484,4.8059
10142,7.15,959,4.6273
3064,6.6,276,4.326
10134,5.677,789,3.9483
21291,6.385,109,1.9695
30352,5.4,42,7.3546
15142,5.811,135,3.9603
14550,6.173,246,3.5074
2210,5.581,395,4.1175
21721,6.6,92,1.8613
11828,5.877,235,2.7523
10551,5.7,265,4.2586
20713,6.007,71,2.8656
27461,6.15,157,1.7206
1380,6.0,139,1.7585
11465,6.3,330,3.9698
17190,5.6,55,2.8702
9085,6.077,333,2.3799
17819,5.4,137,10.884
14776,6.214,103,2.4371
29185,6.108,144,2.7718
32059,4.925,161,3.7634
505,6.32,281,5.8125
4486,6.916,89,0.954
10345,6.161,1014,3.5297
10222,6.839,1500,9.1159
12774,6.491,112,1.2436
14621,7.278,329,5.9607
19118,6.297,91,1.6436
15138,5.8,209,1.3093
9494,6.3,2377,4.6379
17362,6.051,166,1.713
9942,6.884,842,4.2662
8216,6.32,305,3.1941
4296,5.336,140,2.743
24739,6.878,299,4.0739
9686,6.212,390,1.5904
27418,5.928,243,2.8233
39002,4.755,110,1.5942
31606,6.131,249,1.2858
37146,5.426,34,0.3766
20006,5.5,246,3.8052
8867,5.774,647,1.9645
331,6.169,7581,0.4896
11467,5.698,871,2.1543
327,7.1,503,3.9717
1548,7.081,1516,1.6529
13403,7.412,404,1.2728
869,5.763,4267,7.1069
552,7.145,301,4.9084
36095,7.5,700,3.1924
33379,6.274,73,2.542
2171,6.251,843,3.2115
41946,6.168,149,4.0268
10135,6.746,1409,4.5472
19236,7.128,479,4.2566
60276,5.317,30,5.3654
12150,6.6,655,4.0488
11185,6.755,1026,5.8376
47045,5.2,116,3.9304
12478,6.1,84,2.5433
25155,6.538,356,4.6955
65015,6.005,107,3.074
24077,5.69,79,1.9996
9618,6.472,2043,7.2525
31608,6.639,313,1.0639
22102,5.709,179,0.8672
6951,6.338,1381,1.3847
11959,6.667,386,1.2016
2616,6.796,1276,3.6848
249,6.898,1190,5.3469
183,6.045,332,4.5386
8494,5.021,315,2.3902
26535,6.811,122,8.5474
41784,6.473,110,6.5744
27431,6.7,440,3.4055
2148,6.507,428,5.1847
31941,6.471,70,1.6228
27813,6.3,448,3.0847
2057,6.1,868,5.8756
9880,6.965,5146,6.5696
5175,6.752,4394,7.2265
41951,6.857,105,0.6234
11385,6.8,261,4.6874
4484,6.798,423,3.3888
44258,6.059,34,7.3906
20391,6.335,266,2.4733
12584,7.045,366,1.4669
70042,5.6,9,1.9899
11542,6.73,718,4.2695
17169,5.744,352,3.6999
39176,5.5,80,16.2337
19267,5.864,188,3.5551
2770,6.248,5129,8.1
12610,6.5,1056,2.3215
1933,7.614,6909,5.578
13496,5.981,268,8.9521
21055,5.703,74,0.5211
24936,6.174,152,3.909
10972,6.142,971,3.0934
1722,6.0,552,3.4651
9896,6.275,1890,3.8047
9683,5.748,610,6.2499
2779,6.592,809,1.0869
2294,6.428,1660,4.824
10016,5.145,1176,2.6473
26602,5.417,209,3.069
22230,6.8,136,3.3672
13966,5.373,102,6.7467
742,6.996,256,4.4512
15104,6.3,50,8.8347
8922,6.475,3163,4.3243
11065,5.901,299,0.7767
16314,5.691,455,6.5003
18885,5.584,305,3.8671
40508,5.007,202,2.3223
16307,7.342,1544,5.4432
11370,5.222,237,4.3082
12508,6.727,788,4.9615
25462,6.411,89,4.3296
18734,6.8,133,3.4167
44321,7.231,193,0.4395
58062,7.4,32,4.933
2176,5.965,1055,4.7928
20857,6.492,525,4.1879
22617,7.1,78,2.2598
75386,6.4,9,0.0767
2185,6.1,309,3.5672
10696,4.3,158,1.8852
2034,7.508,6318,10.1185
21538,6.7,53,0.2238
48834,6.145,38,0.3094
31016,6.007,72,2.812
32567,6.89,41,0.9453
12537,6.422,231,4.9064
9028,7.5,435,2.7456
16180,6.629,268,1.3217
11521,6.548,325,5.264
21028,7.6,261,2.9329
27327,7.473,717,3.118
29756,5.7,159,2.9001
20115,6.759,511,3.4746
30295,7.0,189,6.1319
25767,6.341,134,2.8434
22874,6.571,189,6.3749
11576,7.0,644,3.3347
43860,5.269,26,0.2347
43802,7.535,186,3.8032
9660,7.2,393,2.0282
15393,6.586,538,0.9971
248,7.3,174,4.0487
1644,6.123,532,1.1752
12502,6.9,337,3.344
66092,5.838,40,7.3132
10373,7.0,275,1.338
13766,5.858,197,2.1658
16380,6.3,193,0.9354
12103,6.257,998,6.02
11313,6.754,592,2.542
9398,6.209,4704,6.8418
45864,5.0,16,3.9879
10866,6.518,1278,2.5292
34549,5.776,161,6.084
9778,6.952,2042,9.6129
58429,6.885,140,0.7629
16121,6.688,328,4.658
40220,4.9,119,1.083
166,6.604,1182,1.8958
1623,7.071,502,3.6335
40932,5.0,68,4.6107
13550,7.0,691,2.9362
16769,7.228,270,2.0012
42158,5.975,20,5.1989
1716,7.2,507,1.7226
3172,6.305,1058,7.1535
17708,4.3,169,3.4623
12780,7.431,318,2.088
570,6.164,241,2.9277
1018,7.804,6740,7.0218
25641,6.5,65,2.3968
16767,6.068,103,1.8439
11380,4.8,162,1.2576
984,7.5,2616,9.8844
14811,7.736,608,6.1128
55727,4.9,25,3.9143
9585,6.7,313,4.4333
14267,6.9,209,2.0178
