tmdbId,vote_average,vote_count,popularity
10544,6.068,376,4.6146
1487,6.673,7198,6.6499
11137,6.207,1027,3.8302
11358,6.329,1587,6.6437
13573,6.469,332,5.9645
10733,5.8,347,1.3172
14442,6.469,1920,3.6475
2122,5.737,995,4.7407
25300,7.1,945,0.7036
6844,7.763,1767,8.8658
923,7.489,2218,5.0885
28026,4.707,29,3.0417
10338,6.8,187,1.4077
33839,6.3,81,4.0373
133919,8.054,387,1.0303
4365,4.8,66,2.8761
65066,6.904,57,3.2525
10843,7.494,1635,4.0416
393,7.875,14575,7.2086
7220,6.355,3013,4.3441
33823,6.9,18,1.053
126117,4.6,7,0.2561
10096,6.762,5395,4.8898
9509,7.5,5429,7.677
10710,4.85,532,3.0308
11058,4.855,512,0.7478
11141,5.8,441,3.2764
10625,7.2,9213,16.3457
7131,6.383,6339,9.7443
26899,6.58,94,2.1005
16428,6.0,98,3.1693
652,7.165,10703,16.5618
8440,7.588,578,1.6701
883,6.898,993,2.6123
10375,5.576,687,1.4151
68440,6.76,48,2.0764
11864,6.944,1021,1.803
9461,7.4,2005,4.0323
18329,7.557,764,2.1139
17993,6.02,213,3.1158
26517,6.792,298,4.4777
28285,7.233,146,3.7986
10035,5.8,478,2.8553
502,7.804,437,1.3579
41965,6.5,153,3.3561
10347,6.467,542,5.5266
30959,7.72,428,2.3725
20561,7.5,72,1.3863
667,6.6,2347,5.0652
700,6.356,2107,4.3993
26976,7.325,120,3.3942
36670,6.1,1536,9.2815
43818,6.893,149,1.1831
24650,6.837,150,7.4241
20640,6.943,159,2.48
5511,7.8,1192,3.3069
13936,6.6,178,3.327
294,7.0,165,3.4156
11507,6.76,872,5.7145
10435,7.432,1151,2.8682
1162,7.9,325,4.4538
34328,6.2,12,2.1515
14684,6.469,418,3.1375
13937,6.094,374,6.046
14980,0.0,0,0.0
26670,7.2,203,1.3375
10940,7.185,157,1.5873
31965,6.5,254,0.7753
5842,6.253,190,1.9703
164721,0.0,0,0.0
988,7.159,496,1.017
204,8.009,1023,2.561
9356,5.469,1435,2.5624
32430,6.8,144,4.0566
16113,5.953,466,5.2411
33575,6.294,68,0.8386
13913,6.914,251,5.2993
17956,5.9,128,1.7845
18209,6.2,167,2.6599
25508,6.932,643,2.906
18978,6.2,73,2.4137
27171,6.2,150,3.473
12310,6.4,203,2.4956
37296,5.455,89,4.1322
25736,7.028,358,1.2996
25389,6.643,308,2.9699
52794,6.295,83,2.1023
9872,6.263,481,5.1525
19552,7.01,203,1.0627
2786,7.344,908,3.0362
8075,6.884,306,3.758
26133,7.3,40,2.9703
10235,7.0,222,1.5648
11533,7.162,661,5.1298
140207,0.0,0,0.0
3777,7.9,938,2.5526
11659,8.067,581,2.9186
44098,5.86,50,1.5366
16876,7.083,156,6.3761
77780,5.5,38,3.9704
9545,6.2,447,4.1301
28030,6.912,17,0.0795
1926,6.4,117,2.6924
17365,6.8,339,3.4988
11474,7.675,2267,3.9046
10916,6.865,122,2.2572
10921,6.364,114,0.4405
10941,6.657,134,2.1146
24798,6.7,136,0.6467
11656,7.838,649,1.2169
25009,6.444,169,1.0573
40092,6.786,133,3.5387
14589,7.1,130,4.4824
14594,7.1,98,4.234
14590,6.973,112,1.9231
14588,7.3,186,0.7108
14595,6.751,93,3.3601
20644,6.743,37,0.3983
24965,6.512,172,3.7705
192936,0.0,0,0.0
876,0.0,0,0.0
1583,6.882,216,0.335
17653,7.0,173,2.5667
11069,6.309,1009,5.4212
10829,5.803,676,4.5092
57946,5.375,16,0.2051
29049,6.3,147,2.5317
27130,6.8,314,4.1165
8468,6.8,21,4.6247
22682,6.8,58,1.5509
11577,7.205,442,1.7009
21159,6.6,458,2.2482
336,7.7,1136,4.3713
11942,7.09,400,5.7872
36206,7.0,237,3.9691
49636,6.613,97,1.6385
3075,6.303,127,5.3734
43096,5.9,40,1.2815
14262,6.4,112,4.1941
30368,7.5,335,1.6544
1059,8.0,664,2.3364
12493,8.3,1048,3.4349
13122,6.55,717,2.1238
14273,7.275,118,3.469
11030,7.4,896,2.3696
26372,7.517,230,3.0209
11506,7.501,385,4.5475
29455,7.885,482,1.6008
11602,7.773,520,1.7398
29453,7.363,233,5.3082
14638,7.352,410,1.0221
14703,7.148,159,4.6257
20481,6.382,507,5.7633
7090,6.006,654,6.4531
42632,7.3,91,4.9009
5902,7.218,884,3.916
10775,7.804,1770,5.1951
4552,7.089,1277,3.9939
12762,7.1,474,3.1949
14510,6.5,625,2.6972
15618,5.504,139,3.6219
24341,6.385,358,2.1504
10690,5.404,183,3.9732
13282,6.1,526,2.4503
22642,6.6,155,2.3054
18283,6.5,163,6.6141
13823,7.468,147,3.1164
14108,6.7,47,0.304
4291,7.498,567,2.6369
113,7.799,1142,2.3823
28476,6.8,81,3.1054
5916,7.12,620,5.0362
12205,6.815,670,2.0039
27804,6.17,144,4.2091
46187,7.056,99,1.2971
3001,7.5,629,1.7279
39434,5.41,282,2.1435
203,7.067,2216,2.0479
38749,6.371,58,2.0325
29740,7.8,219,2.6264
10652,6.546,488,4.7863
33632,6.742,124,2.4246
3072,5.7,122,1.6806
10355,6.4,178,1.9047
14554,7.3,392,1.1161
250,7.3,277,2.3843
19086,5.5,220,1.2182
15392,7.355,459,2.3416
41277,6.802,86,2.1901
631,7.822,861,4.0198
25504,6.96,276,6.3073
1786,7.512,695,3.6694
210937,4.7,5,1.604
16219,7.6,376,3.4346
48385,4.225,51,6.9738
27545,4.4,113,5.284
22718,4.096,78,2.2953
11315,6.347,170,6.0676
35987,6.836,137,4.8979
29146,6.468,111,3.6595
29592,7.2,201,4.7456
439,8.056,1972,5.7171
823,7.414,527,3.2661
20289,6.634,146,3.0168
16905,7.2,248,4.1175
11548,6.676,759,4.0854
38291,6.841,195,3.8671
20532,8.077,407,1.9784
2546,6.606,179,1.2524
42791,6.63,77,2.0203
22522,7.052,124,7.3924
5165,7.5,732,1.1957
5722,6.141,209,1.0642
5544,7.69,882,2.1649
14696,8.0,621,1.7912
4909,7.5,636,6.0271
19185,6.846,908,5.4168
28257,6.317,52,3.1048
20643,7.2,54,4.7419
22596,7.725,551,2.168
36786,6.865,137,0.8391
27459,6.738,61,2.7312
4497,7.6,534,4.1034
25224,5.3,49,4.5839
15371,7.5,1089,2.7129
11044,7.164,733,4.9169
41662,7.098,328,4.0393
17346,7.313,238,2.5388
13763,6.701,399,3.3839
10498,6.212,724,4.4662
11796,6.781,221,3.9811
34847,6.8,124,1.651
32303,3.205,44,1.84
41779,5.7,36,2.0746
42814,6.506,77,0.5899
870,7.6,341,1.8777
26319,6.872,86,2.9738
41059,7.5,207,2.9295
39871,7.054,140,3.2217
10178,7.196,352,4.2066
16391,7.509,525,4.6235
10734,7.507,3012,5.6568
10949,7.551,246,1.194
809,7.305,13024,12.9665
435,6.546,8552,8.4313
4599,6.1,676,2.7727
12657,5.417,475,3.7394
28219,6.456,57,0.8361
13193,6.427,497,2.9163
673,8.011,22559,27.1086
16617,6.463,1259,5.2574
246,7.237,912,3.0514
2789,6.543,4320,3.2468
8920,5.729,4156,9.5431
9890,5.686,1380,4.255
26254,5.385,13,0.4421
8193,6.782,2034,5.852
26142,6.432,81,5.2706
42122,6.724,76,2.8544
65137,5.78,91,2.7685
35151,5.721,95,1.0053
21544,5.277,166,1.961
40894,6.9,158,1.484
11546,4.616,936,2.3532
18387,6.88,187,3.8752
52560,5.389,18,2.4888
18333,7.388,527,0.9775
18398,6.344,112,4.7206
80708,6.227,55,10.9463
76516,5.397,39,1.3873
33441,6.667,78,1.5247
47819,3.5,11,4.0379
18712,6.4,154,1.8627
831,6.0,226,2.4943
37658,5.682,33,2.4255
26516,6.9,155,6.8562
10573,6.2,39,1.4633
26451,8.2,845,1.0239
54568,6.857,28,4.7568
28571,7.8,264,7.5536
123665,6.5,16,1.3393
43336,6.966,59,3.7247
62000,6.771,72,3.5381
9372,6.726,1722,1.1039
41495,6.054,46,6.2875
662,7.872,958,4.9115
43805,6.5,58,4.0996
16559,7.12,287,2.7864
31217,8.1,267,2.0545
19414,6.095,79,1.1565
15794,7.649,510,3.9385
13188,7.4,349,5.4039
12651,6.722,399,4.6806
886,7.0,289,4.5556
9791,6.324,250,3.5951
38582,7.0,267,2.339
9542,6.962,1002,2.4035
17820,6.1,76,2.5363
37696,5.797,195,1.9024
136,7.779,1253,4.9826
47653,7.282,300,13.2991
10970,6.541,318,5.7753
42812,6.028,54,3.3875
3019,7.215,317,3.2346
10204,5.95,2612,2.347
9472,6.4,3664,4.8668
594,7.351,8368,5.9629
8981,7.043,209,1.1207
12153,6.9,4318,21.522
1944,6.1,221,3.7724
11036,7.892,12170,13.3515
1997,7.1,843,4.3108
15237,6.1,144,4.8188
11939,7.1,219,2.0968
26520,6.176,105,1.6216
21386,7.2,20,3.2345
24908,6.4,43,0.5134
25783,6.5,43,3.4113
8991,5.5,234,2.2006
23378,8.1,50,2.8462
3293,7.045,572,4.1546
36947,7.571,92,2.9792
61487,6.8,29,1.2612
14365,5.6,346,5.2526
10606,6.103,421,1.4993
16136,7.186,428,3.2693
6081,6.425,451,4.4484
13696,7.5,337,4.42
44494,6.887,252,0.9238
2330,6.708,2607,7.4117
2334,5.749,1593,8.5249
13398,7.913,1408,2.797
701,7.485,303,2.3041
10631,6.5,358,3.1061
43466,6.9,36,1.6887
10780,6.831,921,3.4575
23724,6.266,92,4.8285
29264,7.9,699,1.9048
1777,7.085,1475,3.2449
11584,6.404,658,6.0454
26811,6.427,186,4.8848
161080,3.333,3,0.2262
11884,6.605,727,4.3316
558,7.295,15857,5.9819
80,7.807,3627,6.5307
9477,6.303,2832,4.8678
8699,6.702,4398,4.2869
11247,6.582,3310,7.7382
2048,6.957,12310,6.896
436,7.195,408,4.1496
43004,7.0,72,3.7561
10754,7.616,379,3.7999
2502,7.324,7874,5.266
314,4.624,3493,4.0151
18923,6.371,170,2.0435
12206,7.7,268,3.327
68064,5.8,23,1.7588
15244,7.943,587,1.3652
62395,7.3,271,1.543
24559,6.496,240,4.7238
27437,6.92,132,0.7033
32294,6.971,188,1.2619
41463,6.991,164,3.2229
19051,5.8,77,2.5721
43485,5.9,34,4.7462
62694,7.116,108,3.6415
53287,5.908,119,5.0739
1040,7.7,901,5.3347
5122,6.4,105,3.7176
1783,6.4,172,6.23
31522,7.3,389,1.2038
22976,5.158,76,2.453
42801,7.442,451,4.1459
41316,7.1,11,0.1913
5179,6.85,121,3.587
53198,7.618,68,1.575
16703,6.9,182,2.4868
20408,6.5,138,3.14
13580,7.1,315,1.8579
18706,6.3,130,3.2686
34327,6.404,136,4.5633
20417,6.568,125,1.8121
14462,6.476,1659,4.297
14623,5.0,302,6.8253
6947,6.487,4434,2.9242
401,7.081,1961,4.4549
23305,6.3,42,6.2147
17768,6.0,116,2.1752
1538,7.235,6008,5.2818
14846,5.3,355,2.9805
2577,6.175,379,1.6418
41975,7.3,176,1.6061
11282,6.546,2176,2.7375
11130,6.714,3345,8.1425
14389,6.0,75,3.118
395,5.945,4750,7.3764
23601,5.635,115,2.4499
10762,5.603,683,2.0149
11026,5.391,855,3.1035
20120,7.342,57,2.5462
11237,5.484,1047,5.0468
8080,5.519,334,2.598
14797,6.2,99,1.8202
11632,5.8,350,4.975
15644,5.303,203,1.9628
11208,6.8,714,4.5891
16153,6.936,499,4.504
42694,6.1,204,0.6612
42164,7.463,175,1.535
12548,7.641,712,2.1059
9759,6.389,2010,2.3023
1577,6.354,4574,2.8896
16232,5.261,176,2.4738
5137,5.899,1321,4.4328
11823,6.222,1045,4.713
13969,6.161,978,4.8467
10145,5.935,1191,7.2196
1653,7.418,1371,2.6517
747,7.536,8982,8.7925
84214,7.297,37,1.1974
4176,7.149,1513,3.8025
11177,7.245,476,5.5959
12707,6.2,449,4.3774
1492,6.276,883,4.5311
8689,6.285,1781,5.1821
10555,6.029,6541,8.3411
11128,6.451,820,2.9052
1599,6.287,681,4.7736
14024,6.5,849,5.0192
11045,5.579,1120,6.252
14337,6.761,2312,2.9323
26108,6.6,140,0.5446
4380,6.415,1243,3.5451
3989,6.729,1963,2.4341
16358,6.4,136,3.2709
25313,5.552,77,5.1356
2438,6.901,86,3.0366
65550,6.872,82,4.5169
3053,6.956,791,2.6779
18499,6.685,165,2.8298
36616,5.908,71,2.1873
13416,6.907,607,2.8788
1435,6.811,82,2.1032
11099,6.064,734,3.6202
18701,6.413,115,2.7885
15566,5.701,563,12.2854
1970,5.916,3083,2.406
8849,5.8,848,1.5213
9675,7.114,1795,5.9003
4553,7.524,5908,8.9451
11109,7.2,375,5.2798
48678,5.818,22,2.2281
126148,7.3,6,0.9219
16131,6.004,131,2.4624
176,7.418,9738,6.919
1677,7.45,2111,5.1462
10740,6.0,718,3.4365
9806,7.719,18415,17.8867
47959,6.3,34,1.526
5255,6.721,6647,13.7186
11184,6.609,501,3.8248
11249,5.498,1712,5.1341
10589,6.15,821,2.2558
9801,6.2,2951,5.0733
866,7.319,3658,2.777
2059,6.645,6630,4.7301
140,7.4,1014,2.0664
11836,7.1,3072,9.6707
1966,5.952,3404,7.174
13673,6.151,1236,5.1617
174787,6.273,11,0.0725
2288,6.823,3616,6.2759
15397,6.841,104,3.2055
9550,7.272,1723,3.7601
163,6.564,7619,6.0759
36648,5.862,4145,3.8113
33377,6.9,12,0.5007
41253,6.375,40,5.1081
33740,7.336,65,0.8764
16248,6.4,345,2.7244
15613,6.645,652,1.9229
28421,6.3,131,0.5688
8424,7.233,1836,2.3664
18889,7.388,58,2.7915
18987,6.5,126,5.6442
992,8.05,1097,8.2843
42359,7.0,123,5.8663
1405,7.3,192,2.6721
939,6.097,243,2.9557
25768,7.6,371,2.4492
626,7.396,1362,1.6747
27899,6.878,287,5.8827
48365,6.951,142,2.3434
877,7.442,650,1.6625
39130,6.713,120,1.4516
31511,7.188,165,0.5971
43904,7.515,447,3.6988
14615,7.428,242,2.6679
31773,7.268,125,1.2673
24807,7.538,390,3.59
43874,6.937,142,2.8234
16515,7.4,173,6.5183
43864,7.02,126,2.7284
16274,7.285,272,3.8344
37698,7.516,252,2.3243
3084,7.2,295,1.9103
17801,7.3,231,3.5236
38914,6.943,115,0.4465
22387,7.3,110,1.425
27655,6.206,34,2.9733
41391,7.965,240,2.9709
42879,6.8,118,2.9586
43307,6.667,61,1.6944
14320,7.278,361,1.4739
20246,7.2,612,0.8174
29380,7.024,146,0.7333
3766,7.35,701,1.1137
41609,6.732,153,4.7619
33115,7.19,121,5.0468
45578,7.197,165,1.282
25209,6.738,82,1.913
43388,6.5,124,1.5126
800,8.03,512,1.3412
3111,7.1,318,3.7788
28696,6.6,312,4.0808
44026,6.9,181,3.8022
803,8.237,531,2.2087
43137,6.778,97,1.0179
34528,8.2,207,1.8727
690,7.3,543,3.7794
36872,7.934,121,1.8192
34530,8.4,199,1.8123
17185,7.2,113,4.5058
14537,8.4,1130,3.1281
13671,7.102,187,2.2391
11085,7.032,332,3.5004
52705,6.482,89,3.7155
10299,7.3,273,5.8603
3763,7.673,453,2.6368
7348,6.277,148,1.8046
17295,7.883,841,3.6552
13187,7.67,737,6.3438
29715,6.647,167,4.6
42731,7.1,29,1.7325
895,7.964,897,3.6338
20108,7.5,481,2.869
2661,6.406,1006,2.2214
789,7.168,253,3.8925
45706,7.085,200,1.73
17905,7.186,244,1.372
10227,7.7,618,1.281
26039,7.0,411,4.2454
41212,7.271,133,1.0218
9929,6.946,1004,3.5736
20873,7.8,307,2.055
50789,6.267,60,1.8341
27983,6.89,146,3.0089
2860,7.3,282,3.6566
26606,6.724,192,2.9056
20848,7.2,156,2.1371
2998,7.021,427,3.2054
839,7.417,1984,2.525
9394,7.549,1388,5.9674
13041,7.054,637,4.1999
18250,6.27,150,4.6189
27331,7.334,268,6.3064
1410,6.0,613,3.8251
22307,6.7,424,2.342
21035,6.798,198,4.5093
32044,6.6,133,3.0354
24402,5.957,793,5.2313
16246,6.206,180,3.0089
8327,7.519,978,3.8543
9385,7.331,1307,2.7428
10711,6.794,445,1.4266
43430,7.3,246,1.3788
9652,7.227,526,0.9111
38783,6.2,178,2.5161
3870,7.8,661,9.5443
10640,5.891,344,3.9398
33324,7.472,109,0.847
11558,6.706,350,2.7649
12535,6.5,377,12.992
12637,6.6,486,3.054
61280,6.5,65,4.6403
13481,6.696,156,2.6543
13514,7.0,49,1.7765
98851,4.37,46,3.887
11537,7.3,333,2.9214
10654,7.3,704,2.5362
18966,6.0,106,3.412
64353,7.212,151,1.6852
149645,0.0,0,0.0
6341,6.182,515,1.4899
7012,6.757,420,5.8321
15251,7.621,335,0.6426
17435,7.118,76,0.8298
15301,6.467,763,2.0099
63418,6.657,118,0.7537
48677,6.3,150,5.0699
1884,5.883,401,3.7172
27414,5.894,400,2.0337
33138,7.219,114,0.5887
8221,7.1,257,1.363
17663,8.1,248,7.9453
12615,6.9,175,2.002
10372,5.43,336,4.2353
9056,7.5,975,3.8663
10176,6.606,587,2.0461
9080,6.179,671,2.8171
16082,6.7,138,5.9595
14670,7.1,100,4.823
26555,5.044,91,5.1731
24657,7.7,580,3.968
11471,7.399,576,3.6763
17421,6.466,102,2.6957
22572,5.497,160,0.6381
4043,7.1,318,2.6507
8852,6.779,1099,3.5369
30421,7.3,312,2.9525
18305,7.077,298,3.8491
8677,0.0,0,0.0
49314,6.8,47,2.5022
16296,6.6,1112,4.7516
13192,6.977,593,1.9997
18917,7.4,335,0.7623
4271,6.752,448,1.9802
13057,0.0,0,0.0
16859,7.832,4375,8.0057
25943,5.8,115,1.7536
9768,6.531,1544,2.7617
11909,7.576,296,2.2881
10485,5.093,215,0.6115
2670,0.0,0,0.0
41821,7.1,169,1.6464
21344,6.045,112,2.7225
9399,6.571,1101,7.2818
11131,5.8,152,4.496
14571,6.958,168,1.7946
1662,6.918,391,2.6117
20562,7.6,55,0.8845
18311,7.2,550,2.5033
1483,5.906,331,4.5656
25330,6.423,215,3.977
4539,7.911,394,1.4586
12776,7.339,1045,7.8376
17467,6.836,351,2.9778
34376,5.8,165,4.3911
15080,7.379,1188,3.311
6463,6.1,143,0.9056
9588,6.686,409,2.2641
215993,0.0,0,0.0
13995,4.498,441,5.1363
11198,6.579,437,3.7673
11621,7.796,3542,5.3197
47714,7.6,90,1.6955
19087,5.6,171,4.1773
40082,6.277,128,2.1189
31962,6.472,217,7.1392
22590,5.221,179,1.7405
48150,7.2,213,3.9294
41778,7.0,48,3.806
14135,7.016,289,2.3713
27678,6.766,47,1.4494
12088,6.059,694,6.6454
19371,5.13,196,3.9918
12664,6.4,86,6.7231
7500,7.5,666,8.9939
13519,0.0,0,0.0
18998,5.6,292,4.0878
17796,6.1,176,4.4332
17809,7.463,574,3.4297
11067,5.727,352,2.1133
10486,5.315,211,4.3494
19223,7.417,373,2.8328
152426,0.0,0,0.0
51038,5.762,21,0.5648
30718,6.736,100,2.7272
37797,7.949,2166,5.5653
12613,7.0,300,1.4601
37563,7.342,247,1.4189
30330,6.4,61,1.1492
2061,7.0,810,1.8019
12254,6.6,131,3.2302
16992,6.708,290,9.0073
18415,6.6,674,5.2505
8765,6.5,292,0.6791
9732,6.941,4579,6.9735
30983,0.0,0,0.0
5470,4.353,241,3.3676
50008,6.387,97,3.3311
12095,4.607,500,3.2025
14533,7.1,790,3.0862
9812,6.921,341,4.0343
8697,7.125,935,4.1946
7096,0.0,0,0.0
27260,5.4,44,1.3785
11508,4.772,289,4.1782
23356,7.2,123,5.21
17985,6.7,195,1.8754
9597,5.932,555,2.6201
12485,4.538,261,3.8913
17074,7.353,252,3.2644
18491,8.3,1745,6.9288
29587,7.4,56,4.92
3716,7.23,228,3.9995
21348,7.334,1139,1.9135
2332,6.261,1824,8.8336
28031,6.523,107,1.6939
110147,0.0,0,0.0
43423,7.123,187,1.2732
844,7.23,1009,4.5878
53048,5.757,37,4.4106
16234,7.3,1166,2.1231
11075,7.122,1679,3.633
16171,6.6,20,3.4949
36246,6.9,58,1.041
17208,7.144,118,1.9985
2899,7.373,3675,9.4194
44756,7.308,73,2.457
18088,6.229,48,2.4196
20536,6.961,142,1.9181
2440,7.8,769,2.919
10955,6.392,295,2.4729
10978,6.234,124,3.8415
81540,4.257,37,2.8516
11847,6.016,493,1.4036
11056,5.635,411,4.5327
919,6.838,354,2.0605
10046,4.833,233,3.9238
10726,4.492,455,7.1316
9298,6.053,1434,3.4867
13899,6.815,100,6.9888
437,5.488,1537,3.0114
27324,6.651,618,2.7077
9025,6.505,99,2.0824
11178,7.532,615,2.7585
10981,5.806,111,4.3838
10918,6.1,109,1.1585
36222,5.6,66,7.453
13984,6.127,51,2.5166
16184,6.931,217,1.8425
11427,6.359,571,1.3407
4689,7.471,1560,3.0463
16209,4.872,113,0.4897
12720,6.462,530,2.6349
206216,0.0,0,0.0
10077,4.852,419,3.0896
11430,6.58,3079,6.0507
26955,7.714,264,1.4877
38970,5.809,241,2.4768
55931,7.198,1685,9.8502
12703,5.4,256,4.2831
32250,6.811,283,1.8845
9282,6.796,910,2.4866
10891,5.734,493,2.6838
12540,5.9,444,0.0828
60672,6.114,747,2.0677
24241,6.7,93,1.6492
11556,6.6,90,1.4909
3177,5.0,511,1.7695
19277,6.588,587,4.3487
11774,6.818,5157,4.8406
19341,0.0,0,0.0
4972,7.076,314,1.6049
2841,7.315,1272,1.8219
11606,7.166,157,1.6058
12140,7.3,931,2.6463
15370,7.123,2360,5.0714
12496,7.785,339,2.4135
29987,6.951,325,2.4726
10361,6.416,345,4.7415
36763,0.0,0,0.0
25757,5.8,25,0.5105
21200,6.279,77,0.7266
40876,6.4,37,2.591
11838,6.7,879,3.3735
670,8.245,9361,10.9142
25500,5.443,53,11.3297
12583,6.089,293,3.2387
9694,6.224,453,2.2441
9667,6.871,1600,6.4293
13373,6.4,399,1.8778
10304,4.453,662,6.6255
9316,7.133,1776,5.3428
11647,7.309,448,2.0802
1913,7.57,971,3.0519
2539,6.024,1350,1.6023
5528,7.729,2522,5.079
10105,6.282,296,1.8835
1114,7.056,107,0.4263
179,6.3,1508,1.7734
83,5.545,1098,4.3335
55177,6.0,53,3.2882
26766,6.5,8,0.2803
24747,5.9,50,0.6067
4836,6.914,2257,3.0032
11190,7.286,671,1.8726
11866,5.998,904,2.9641
12281,6.8,393,5.3972
10320,5.752,2375,2.5141
11420,7.621,273,0.8675
3396,6.918,97,2.569
5889,6.9,349,2.1658
1126,6.952,105,3.0491
11658,7.986,736,1.9333
11401,7.1,229,3.7045
1392,6.791,242,0.5167
1843,6.689,66,2.8664
291,7.592,49,1.3017
8357,5.037,123,3.2465
3509,6.8,1863,3.276
11662,5.887,252,2.0872
13372,7.1,69,1.4308
70,7.954,10059,5.6612
12487,6.757,226,3.8654
205,7.715,3025,7.3583
118,7.04,15758,11.8991
1280,7.8,1207,2.6138
421,7.074,3047,2.7887
2567,7.218,5612,3.8162
9833,7.263,1719,4.6867
6478,6.263,173,1.4063
9692,6.869,507,5.3293
1901,6.0,656,2.4119
693,6.252,4986,5.3392
842,6.5,295,2.0338
9953,6.768,407,2.2667
11162,6.783,590,4.4308
15045,5.1,267,1.9545
42420,6.457,81,1.9971
1853,7.1,40,0.4556
11804,5.601,839,2.6777
11354,6.269,279,1.3097
47876,6.5,48,1.6555
66600,5.3,39,1.5169
43442,7.1,62,1.5789
33766,6.202,62,0.5897
120328,5.865,26,3.8859
39472,4.9,64,3.8151
34326,7.348,115,1.6166
18927,6.2,113,2.1211
25350,6.478,115,1.8872
16442,7.2,224,7.9432
7229,6.681,868,7.4465
16220,6.2,227,4.5544
10609,6.6,185,0.5466
11633,6.686,377,1.4844
13716,0.0,0,0.0
9947,5.04,2569,6.0276
6439,5.894,641,3.6658
7214,7.574,3157,4.6764
42390,6.7,95,3.2923
43892,6.434,53,1.9701
8422,7.998,634,3.7732
11423,8.053,4303,7.4411
10694,5.8,373,6.6515
613,7.857,4113,3.7701
8978,6.182,1151,2.1
11637,5.7,1023,4.4153
12142,3.245,637,3.2773
11096,6.33,1654,2.9443
8968,4.958,782,2.1976
6961,6.818,1231,3.0245
31165,7.416,219,1.7768
2517,7.972,598,3.0963
11413,5.7,155,3.3265
661,7.353,285,3.4272
29259,8.254,530,2.7534
2436,4.506,363,3.2878
27430,7.18,267,1.988
34561,6.7,20,1.6542
16638,6.8,287,3.6852
4935,8.392,10626,11.6812
8953,6.888,466,2.2212
10951,6.4,401,3.159
8488,6.573,6040,6.1544
32588,7.6,10,1.0013
57825,6.444,395,2.9418
561,7.116,7702,7.8166
10214,4.211,1908,7.15
17880,6.455,243,2.4484
8340,7.7,232,1.4694
1942,7.2,197,1.9489
3040,6.238,770,2.2535
43128,7.037,255,2.5888
13498,5.8,486,5.5562
9470,7.477,3019,8.5852
19765,6.9,50,1.5696
37527,5.52,171,6.0435
29578,6.2,105,3.3744
2926,6.76,337,5.752
54302,5.804,28,3.7378
5204,7.181,279,4.6225
8016,7.7,406,2.4476
16186,6.535,230,4.7882
10012,5.4,748,5.1795
10022,6.073,3155,8.5358
4551,5.458,934,4.4199
30856,6.3,22,3.524
2026,6.342,1692,2.3232
9928,6.475,4786,6.9688
15771,6.296,167,4.1335
76804,6.846,81,1.7387
38148,5.6,43,3.2444
36815,7.075,147,4.689
31835,6.807,109,0.5055
1093,7.6,664,1.6605
438,5.665,1100,3.5071
42222,6.4,156,2.0371
11196,6.0,36,6.312
13374,6.392,926,3.1252
9688,6.178,483,2.2655
228890,1.0,2,1.5916
10040,5.748,1920,3.7718
11638,6.005,949,3.0469
540,6.488,601,2.4969
77120,6.3,11,1.1086
48463,5.78,91,1.1267
26038,6.708,166,2.879
19884,7.723,247,1.6242
37748,5.833,105,8.6053
22434,6.1,174,4.5202
12778,6.143,277,2.3104
15283,7.2,1134,2.8507
158,7.7,556,2.2672
5996,7.213,190,4.858
44154,7.683,213,2.1171
28448,6.396,82,1.9032
42994,7.431,514,1.8808
17592,7.1,26,2.7469
17113,6.113,165,3.4723
187,7.463,8545,6.329
14177,6.292,537,2.5303
7364,5.91,1571,6.4178
11431,6.217,734,1.1491
51945,5.647,34,0.4822
26332,6.9,99,3.9389
42229,8.041,727,2.2334
49565,8.003,171,1.0708
2029,5.956,485,5.5028
44181,3.167,33,3.637
19971,7.003,334,1.5895
9674,6.109,271,2.0102
3875,6.736,106,4.1254
9653,7.1,113,1.3209
39225,6.263,40,4.032
4595,7.036,236,1.2175
31442,7.8,792,2.1739
775,7.901,1909,2.1347
50183,7.84,231,1.5459
7342,6.1,534,1.2642
45267,6.9,143,4.6861
7453,6.68,4072,3.9933
10065,6.129,2275,2.6097
30863,6.19,29,2.8949
9393,7.027,350,3.5068
16972,6.1,158,3.2214
13409,5.694,18,4.4968
13073,6.168,164,9.648
8976,6.827,1333,4.1955
27360,4.821,56,2.4577
13020,7.2,284,2.4845
11679,5.079,1952,5.6576
1495,7.004,4673,11.0539
10066,6.018,3211,5.993
1640,7.214,3705,3.3263
11171,7.706,1195,3.402
14750,6.635,152,3.3884
53116,5.3,55,2.2871
43881,6.5,77,2.5135
9463,6.586,511,3.9735
26810,6.355,31,3.6489
20625,6.446,120,5.9314
10913,5.8,133,5.3789
38643,7.627,59,0.9381
10027,6.935,2096,7.9797
1895,7.455,14475,10.6415
9981,5.807,662,5.7012
4379,6.221,1712,3.5952
14694,6.939,122,1.383
20271,7.9,507,4.6195
953,6.916,11364,14.994
13064,5.895,81,5.6818
14358,6.9,31,0.2602
12700,5.327,396,4.6159
9291,6.667,3556,7.3067
19316,7.262,248,3.7851
921,7.564,2312,6.4132
9779,6.516,1324,1.5764
9787,7.1,779,2.6024
23825,6.1,15,4.2984
787,6.687,10885,10.6444
14199,5.2,1571,3.9751
10226,6.771,1406,3.8103
12109,6.5,193,2.5087
13589,7.712,76,0.3392
11620,7.118,434,6.5473
